provider	xmltv_id	channel_number	canonical_name	alt_names	country	region	category	edge_case	exclude	hd_flag	duplicate_flag	network_group	icon_url	url	notes
US	1472.stations.xmltv.tvmedia.ca	401	HBO - Pacific Feed	HBOP|401	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10240_h15_aa.png		
US	626.stations.xmltv.tvmedia.ca	402	HBO Hits - Eastern Feed	HBOHIT|402	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/10241-5002.png		
US	2205.stations.xmltv.tvmedia.ca	403	HBO 2 - Pacific Feed	HBO2P|403	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/10242-5004.png		
US	1651.stations.xmltv.tvmedia.ca	404	HBO Drama (HBO 3) - Eastern	HBODRMA|404	CA	HBO 3	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/10243-5006.png		
US	2580.stations.xmltv.tvmedia.ca	405	HBO Signature (HBO 3) - Pacific	HBO3|405	CA	HBO 3	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/16576-8180.png	www.hbo.com	
US	628.stations.xmltv.tvmedia.ca	406	HBO Family - Eastern Feed	HBOF|406	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s16585_h15_aa.png		
US	1216.stations.xmltv.tvmedia.ca	407	HBO Family - Pacific Feed	HBOFP|407	CA		Entertainment	False	False	False	False	Specialty			
US	629.stations.xmltv.tvmedia.ca	408	HBO Comedy - East	HBOC|408	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s18429_h15_aa.png	www.hbo.com	
US	2593.stations.xmltv.tvmedia.ca	409	HBO Comedy - Pacific	HBOC|409	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s18429_h15_aa.png	www.hbo.com	
US	630.stations.xmltv.tvmedia.ca	410	HBO Movies - East	HBOMOV|410	CA		Movies	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/18431-8FFE.png	www.hbo.com	
US	2594.stations.xmltv.tvmedia.ca	411	HBO Zone - Pacific	ZONE|411	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/18432-9000.png	www.hbo.com	
US	631.stations.xmltv.tvmedia.ca	412	HBO Latino (HBO 7) - Eastern	HBOL|412	CA	HBO 7	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s24553_h9_ab.png	www.hbo.com	
US	2579.stations.xmltv.tvmedia.ca	413	HBO Latino (HBO 7) - Pacific	HBOL|413	CA	HBO 7	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s24553_h9_ab.png	www.hbolatino.com	
US	632.stations.xmltv.tvmedia.ca	420	Cinemax - Eastern Feed	MAX1|420	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10120_h15_ab.png		
US	1215.stations.xmltv.tvmedia.ca	421	Cinemax - Pacific Feed	MAX1|421	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s10120_h15_ab.png		
US	634.stations.xmltv.tvmedia.ca	422	Cinemax Hits Eastern	MAXEHIT|422	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/10121-4F12.png		
US	2581.stations.xmltv.tvmedia.ca	423	MoreMax - Pacific	MAX2|423	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/16620-81D8.png	www.cinemax.com	
US	1377.stations.xmltv.tvmedia.ca	424	Cinemax Action - Eastern	MAXACT|424	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/18433-9002.png		
US	2582.stations.xmltv.tvmedia.ca	425	ActionMax - Pacific	MAX3|425	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/18434-9004.png	www.cinemax.com	
US	1652.stations.xmltv.tvmedia.ca	426	ThrillerMax - East	HBO4|426	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s18435_h15_ad.png		
US	2595.stations.xmltv.tvmedia.ca	427	ThrillerMax - Pacific	HBO4|427	CA		Entertainment	False	False	False	False	Specialty		www.cinemax.com	
US	639.stations.xmltv.tvmedia.ca	429	Cinemáx - East	@MAX|429	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25623_h15_ad.png	WWW.CINEMAX.COM	
US	636.stations.xmltv.tvmedia.ca	430	Cinemax Classics - Eastern	MAXCL|430	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/25620-C828.png		
US	2270.stations.xmltv.tvmedia.ca	431	OuterMax - Eastern	MAX7|431	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s25622_h15_ab.png		
US	10920.stations.xmltv.tvmedia.ca	460	Cozi TV (KNBC2) Los Angeles, CA	KNBC2|460	US	KNBC2	Entertainment	False	False	False	False	US Network	http://cdn.tvpassport.com/image/station/76x28/v2/s78851_h15_ab.png	WWW.NBC4LA.COM	
US	2561.stations.xmltv.tvmedia.ca	461	WMBC-Newton, NJ	WMBC-TV|461	CA		Entertainment	False	False	False	True	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s65064_h15_af.png	www.wmbctv.com/	Duplicate channel ID
US	11071.stations.xmltv.tvmedia.ca	462	Estrella (WASA-LD) Port Jervis, NY	WASA-LD|462	CA	WASA-LD	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s65064_h15_af.png		
US	10749.stations.xmltv.tvmedia.ca	464	TeleXitos (WNJU2) Teterboro, NJ	WNJU2|464	CA	WNJU2	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s74299_h15_ab.png	WWW.NOTICIERO47.NET	
US	10745.stations.xmltv.tvmedia.ca	465	Antenna (WPIX2) New York, NY	WPIX2|465	US	WPIX2	Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v3/50777-18CB2.png	WWW.WB11.COM	
US	5581.stations.xmltv.tvmedia.ca	466	Mega TV	MEGA|466	CA		Entertainment	False	False	False	False	Specialty	http://cdn.tvpassport.com/image/station/76x28/v2/s58698_h9_aa.png	www.mega.tv	
US	10497.stations.xmltv.tvmedia.ca	467	Localish (WABC-DT2) New York, NY	WABC-TV2|467	US	WABC-DT2	Entertainment	False	False	False	False	US Network	http://cdn.tvpassport.com/image/station/76x28/v2/s70938_h15_ac.png	www.abc7ny.com	
US	10497.stations.xmltv.tvmedia.ca	468	Localish (WABC-DT2) New York, NY	WABC-TV2|468	US	WABC-DT2	Entertainment	False	False	False	True	US Network	http://cdn.tvpassport.com/image/station/76x28/v2/s70938_h15_ac.png	www.abc7ny.com	Duplicate channel ID
